taxon_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary
Acacia orthotricha,FALSE,NA,NA,NA,2--3,NA,NA
Acacia oswaldii,TRUE,FALSE,NA,NA,4--5,NA,NA
Acacia oxycedrus,TRUE,TRUE,2.635659,NA,5--20,NA,NA
Acacia pachyacra,TRUE,NA,NA,NA,NA,NA,NA
Acacia paradoxa,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia paraneura,FALSE,FALSE,NA,NA,6--10,NA,NA
Acacia parramattensis,FALSE,TRUE,5,NA,5--20,NA,NA
Acacia parvipinnula,FALSE,NA,2.616279,NA,NA,NA,NA
Acacia pataczekii,TRUE,NA,NA,NA,NA,NA,NA
Acacia pellita,FALSE,NA,NA,NA,2--3,NA,NA
Acacia pendula,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia penninervis,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia penninervis var. longiracemosa,FALSE,NA,NA,NA,5--20,NA,NA
Acacia penninervis var. penninervis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia pentadenia,FALSE,TRUE,NA,3.8333333333333335,NA,NA,NA
Acacia perryi,FALSE,NA,NA,NA,2--3,NA,NA
Acacia petraea,FALSE,NA,NA,NA,5--20,NA,NA
Acacia peuce,FALSE,NA,NA,NA,10--,NA,NA
Acacia phasmoides,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia phlebophylla,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia pickardii,TRUE,NA,NA,NA,10--,NA,NA
Acacia pilligaensis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia platycarpa,TRUE,NA,NA,NA,4--5,NA,NA
Acacia plectocarpa,FALSE,TRUE,NA,NA,6--10,NA,NA
Acacia plectocarpa subsp. plectocarpa,FALSE,NA,NA,NA,6--10,NA,NA
Acacia plectocarpa subsp. tanumbirinensis,FALSE,NA,NA,NA,6--10,NA,NA
Acacia podalyriifolia,FALSE,TRUE,2.403101,NA,NA,NA,NA
Acacia polybotrya,FALSE,NA,NA,NA,1--5,NA,NA
Acacia praelongata,TRUE,TRUE,NA,NA,6--10,NA,NA
Acacia praetermissa,TRUE,NA,NA,NA,4--5,NA,NA
Acacia prainii,TRUE,NA,NA,NA,10--,NA,NA
Acacia pravifolia,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia pravissima,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia preissiana,FALSE,NA,NA,NA,NA,NA,NA
Acacia producta,FALSE,TRUE,NA,NA,2--3,NA,NA
Acacia proiantha,FALSE,TRUE,NA,NA,4--5,NA,NA
Acacia prominens,FALSE,TRUE,3,NA,NA,NA,NA
Acacia provincialis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia pruinocarpa,TRUE,FALSE,NA,NA,10--,NA,NA
Acacia pruinosa,TRUE,TRUE,NA,NA,1--5,NA,NA
Acacia pubescens,TRUE,NA,3,NA,NA,NA,NA
Acacia pubifolia,FALSE,NA,NA,NA,NA,NA,NA
Acacia pulchella,FALSE,TRUE,NA,2,3--5,NA,NA
Acacia pulchella var. pulchella,FALSE,NA,NA,1.83333333333333,NA,NA,NA
Acacia purpureopetala,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia pycnantha,TRUE,TRUE,2,NA,5--20,NA,NA
Acacia pycnocephala,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia pycnostachya,TRUE,NA,5,NA,NA,NA,NA
Acacia quadrilateralis,TRUE,NA,NA,NA,NA,NA,NA
Acacia ramulosa,FALSE,NA,NA,NA,6--10,NA,NA
Acacia ramulosa var. ramulosa,TRUE,TRUE,NA,NA,6--10,NA,NA
Acacia resinistipulea,NA,TRUE,NA,NA,NA,NA,NA
Acacia retinodes,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia retivenea subsp. retivenea,FALSE,TRUE,NA,NA,4--5,NA,NA
Acacia rhigiophylla,FALSE,NA,NA,NA,5--20,NA,NA
Acacia rhodophloia,FALSE,NA,NA,NA,4--5,NA,NA
Acacia richardsii,FALSE,NA,NA,NA,4--5,NA,NA
Acacia rigens,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia rigescens,TRUE,NA,NA,NA,4--5,NA,NA
Acacia rostellata,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia rostellifera,FALSE,NA,NA,3,NA,NA,NA
Acacia rostriformis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia rubida,TRUE,TRUE,4,NA,5--20,NA,NA
Acacia rupicola,FALSE,NA,NA,NA,5--20,NA,NA
Acacia sabulosa,FALSE,NA,NA,NA,6--10,NA,NA
Acacia saliciformis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia salicina,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia saligna,TRUE,TRUE,NA,3,NA,NA,NA
Acacia scalpelliformis,FALSE,NA,NA,2.5,NA,NA,NA
Acacia schinoides,FALSE,TRUE,2.984496,NA,NA,NA,NA
Acacia sclerophylla,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia sclerophylla var. sclerophylla,TRUE,NA,NA,NA,5--20,NA,NA
Acacia scopulorum,FALSE,TRUE,NA,NA,6--10,NA,NA
Acacia seclusa,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia semitrullata,FALSE,NA,NA,NA,NA,NA,NA
Acacia sericoflora,FALSE,NA,NA,NA,6--10,NA,NA
Acacia sericophylla,TRUE,FALSE,NA,NA,6--10,NA,NA
Acacia serpentinicola,TRUE,NA,NA,NA,NA,NA,NA
Acacia sertiformis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia shirleyi,TRUE,TRUE,NA,NA,10--,NA,NA
Acacia shuttleworthii,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia sibirica,TRUE,FALSE,NA,NA,4--5,NA,NA
Acacia siculiformis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia silvestris,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia simsii,TRUE,NA,NA,NA,4--5,NA,NA
Acacia sp. Baroalba (K.G.Brennan 186),FALSE,NA,NA,NA,4--5,NA,NA
Acacia sp. El Sharana (N.B.Byrnes 1326),TRUE,NA,NA,NA,4--5,NA,NA
Acacia sp. Gove (N.B.Byrnes 2586),TRUE,NA,NA,NA,4--5,NA,NA
Acacia sp. Jim Jim Falls (M.Lazarides 9075),FALSE,NA,NA,NA,4--5,NA,NA
Acacia sp. Krichauff Range (A.Soos 241),TRUE,NA,NA,NA,4--5,NA,NA
Acacia sp. Mulga Holey Trunk (P.K.Latz 12458),TRUE,NA,NA,NA,NA,NA,NA
Acacia sp. New England (J.B.Williams 97011),TRUE,TRUE,4,NA,NA,4,4
Acacia sp. [Acacia ancistrophylla/sclerophylla; White_2020],NA,NA,NA,NA,5--20,NA,NA
Acacia sp. [Acacia halliana/microcarpa; White_2020],NA,NA,NA,NA,5--20,NA,NA
Acacia sp. [Acacia leiophylla/pycnantha; White_2020],NA,NA,NA,NA,5--20,NA,NA
Acacia sp. [Acacia provincialis/retinodes; White_2020],NA,NA,NA,NA,5--20,NA,NA
Acacia sp. aff. rigens (Gerang Gerung),NA,NA,NA,NA,5--20,NA,NA
Acacia spathulifolia,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia spectabilis,FALSE,NA,NA,NA,1--5,NA,NA
Acacia spectrum,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia sphacelata subsp. recurva,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia spilleriana,FALSE,NA,NA,NA,5--20,NA,NA
Acacia spinescens,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia spirorbis subsp. solandri,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia spondylophylla,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia sporadica,TRUE,FALSE,NA,NA,5--20,NA,NA
Acacia squamata,TRUE,NA,NA,NA,5--20,NA,NA
Acacia steedmanii subsp. borealis,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia stellaticeps,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia stenophylla,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia stenoptera,TRUE,TRUE,NA,3,NA,NA,NA
Acacia stictophylla,FALSE,NA,NA,NA,1--5,NA,NA
Acacia stipuligera,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia stipulosa,FALSE,NA,NA,NA,4--5,NA,NA
Acacia stricta,TRUE,TRUE,4,NA,5--20,NA,NA
Acacia strongylophylla,FALSE,TRUE,NA,NA,2--3,NA,NA
Acacia suaveolens,TRUE,TRUE,1.375969,NA,1--5,NA,NA
Acacia sublanata,TRUE,NA,NA,NA,NA,NA,NA
Acacia subporosa,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia subternata,FALSE,NA,NA,NA,2--3,NA,NA
Acacia subtilinervis,FALSE,NA,NA,NA,5--20,NA,NA
Acacia subulata,FALSE,NA,NA,NA,5--20,NA,NA
Acacia tabula,TRUE,NA,NA,NA,5--20,NA,NA
Acacia tayloriana,TRUE,NA,NA,NA,NA,NA,NA
Acacia tenuissima,FALSE,FALSE,NA,NA,NA,NA,NA
Acacia teretifolia,FALSE,NA,NA,NA,NA,NA,NA
Acacia terminalis,TRUE,TRUE,1.763566,NA,1--5,NA,NA
Acacia terminalis subsp. Glabrous form (M.Hancock 94),FALSE,NA,NA,NA,1--5,NA,NA
Acacia terminalis subsp. Long inflorescences (P.G.Kodela 307),FALSE,NA,NA,NA,1--5,NA,NA
Acacia terminalis subsp. aurea,NA,NA,NA,NA,1--5,NA,NA
Acacia tetragonocarpa,FALSE,NA,NA,NA,NA,NA,NA
Acacia tetragonophylla,TRUE,FALSE,NA,7,4--5,NA,NA
Acacia thomsonii,FALSE,TRUE,NA,NA,NA,NA,NA
Acacia tolmerensis,TRUE,TRUE,NA,NA,2--3,NA,NA
Acacia torringtonensis,FALSE,TRUE,4,NA,NA,NA,NA
Acacia torulosa,TRUE,TRUE,NA,NA,6--10,NA,NA
Acacia translucens,FALSE,TRUE,NA,NA,2--3,NA,NA
Acacia trigonophylla,FALSE,NA,NA,NA,NA,NA,NA
Acacia trinervata,FALSE,NA,NA,NA,NA,NA,NA
Acacia trineura,FALSE,NA,NA,NA,5--20,NA,NA
Acacia triptera,FALSE,TRUE,8,NA,5--20,NA,NA
Acacia tropica,FALSE,NA,NA,NA,4--5,NA,NA
Acacia trudgeniana,TRUE,NA,NA,NA,NA,NA,NA
Acacia truncata,FALSE,NA,NA,5,NA,NA,NA
Acacia tuberculata,TRUE,NA,NA,NA,NA,NA,NA
Acacia tumida,TRUE,NA,NA,NA,4--5,NA,NA
Acacia ulicifolia,TRUE,TRUE,1.29845,NA,1--5,NA,NA
Acacia umbellata,FALSE,TRUE,NA,NA,4--5,NA,NA
Acacia uncifolia,TRUE,NA,NA,NA,5--20,NA,NA
Acacia uncinata,FALSE,NA,NA,NA,5--20,NA,NA
Acacia uncinella,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia undoolyana,TRUE,NA,NA,NA,10--,NA,NA
Acacia unifissilis,FALSE,NA,NA,NA,NA,NA,NA
Acacia urophylla,TRUE,TRUE,NA,2,NA,NA,NA
Acacia validinervia,TRUE,TRUE,NA,NA,2--3,NA,NA
Acacia varia,TRUE,NA,NA,NA,NA,NA,NA
Acacia varia var. varia,TRUE,NA,NA,NA,NA,NA,NA
Acacia venulosa,TRUE,TRUE,5,NA,1--5,NA,NA
Acacia verniciflua,TRUE,TRUE,3,NA,1--5,NA,NA
Acacia verriculum,NA,TRUE,NA,NA,NA,NA,NA
Acacia verticillata,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia verticillata subsp. cephalantha,FALSE,NA,NA,NA,5--20,NA,NA
Acacia verticillata subsp. ovoidea,FALSE,NA,NA,NA,5--20,NA,NA
Acacia verticillata subsp. ruscifolia,FALSE,NA,NA,NA,5--20,NA,NA
Acacia verticillata subsp. verticillata,TRUE,NA,2,NA,5--20,NA,NA
Acacia vestita,FALSE,NA,NA,NA,5--20,NA,NA
Acacia victoriae,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia victoriae subsp. arida,TRUE,TRUE,NA,NA,4--5,NA,NA
Acacia victoriae subsp. victoriae,TRUE,NA,NA,NA,4--5,NA,NA
Acacia viscidula,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia viscifolia,NA,TRUE,NA,NA,NA,NA,NA
Acacia wattsiana,TRUE,NA,NA,NA,5--20,NA,NA
Acacia wickhamii,FALSE,NA,NA,NA,2--3,NA,NA
Acacia wickhamii subsp. wickhamii,FALSE,NA,NA,NA,2--3,NA,NA
Acacia wilhelmiana,FALSE,TRUE,NA,NA,5--20,NA,NA
Acacia willdenowiana,TRUE,TRUE,NA,3,NA,NA,NA
Acacia williamsiana,TRUE,TRUE,NA,NA,5--20,NA,NA
Acacia williamsonii,TRUE,NA,NA,NA,5--20,NA,NA
Acacia wiseana,TRUE,NA,NA,NA,NA,NA,NA
Acacia wollarensis,NA,TRUE,NA,NA,NA,NA,NA
Acacia x [Acacia baileyana x dealbata subsp. dealbata; White_2020],NA,NA,NA,NA,5--20,NA,NA
Acacia x [Acacia fimbriata x pravissima; White_2020],NA,NA,NA,NA,5--20,NA,NA
Acacia x [Acacia irrorata X parvipinnula; White_2020],NA,NA,NA,NA,5--20,NA,NA
Acacia x [Acacia melvillei X homalophylla; White_2020],NA,NA,NA,NA,5--20,NA,NA
Acacia xiphophylla,TRUE,TRUE,NA,NA,NA,NA,NA
Acacia yirrkallensis,TRUE,NA,NA,NA,4--5,NA,NA
Acaena,NA,NA,NA,NA,1--5,NA,NA
Acaena X anserovina,NA,NA,NA,NA,1--5,NA,NA
Acaena echinata,TRUE,FALSE,1,NA,1--5,NA,1
Acaena montana,FALSE,NA,NA,NA,NA,NA,NA
Acaena novae-zelandiae,TRUE,TRUE,1,NA,1--5,NA,NA
Acaena pallida,FALSE,NA,NA,NA,NA,NA,NA
"Acaena sp. Thredbo River Gorge (L.A.S.Johnson & E.F.Constable s.n., 19 Jan 1951)",TRUE,NA,NA,NA,1--5,NA,NA
Acaena sp. [Acaena agnipila/ovina complex; White_2020],NA,NA,NA,NA,1--5,NA,NA
Acaena x anserovina,NA,NA,NA,NA,1--5,NA,NA
Acaena x ovina,NA,NA,1,NA,1--5,NA,NA
Acalypha nemorum,FALSE,NA,1,NA,NA,NA,NA
Acanthocarpus preissii,TRUE,NA,NA,NA,NA,NA,NA
Achyranthes aspera,FALSE,NA,NA,NA,0--1,NA,NA
Acianthus,NA,NA,NA,NA,1--5,NA,NA
Acianthus caudatus,TRUE,FALSE,1,NA,1--5,0.5426356589147283,1
Acianthus collinus,TRUE,NA,NA,NA,1--5,NA,NA
Acianthus exsertus,TRUE,FALSE,NA,NA,1--5,NA,NA
Acianthus fornicatus,TRUE,NA,0.75,NA,1--5,0.4457364341085275,0.75
Acianthus pusillus,TRUE,FALSE,1,NA,1--5,0.310077519379845,1
Acidonia microcarpa,FALSE,NA,NA,1,NA,NA,NA
Aciphylla,NA,NA,NA,NA,1--5,NA,NA
Aciphylla glacialis,TRUE,TRUE,1,NA,1--5,NA,NA
Aciphylla simplicifolia,TRUE,TRUE,1,NA,1--5,NA,1
Ackama paniculosa,TRUE,TRUE,NA,NA,NA,NA,NA
Acmena smithii Rheophytic race,NA,NA,NA,NA,5--20,NA,NA
Acmena smithii Small-leaved race,NA,NA,NA,NA,5--20,NA,NA
Acmena smithii Type form,NA,NA,NA,NA,5--20,NA,NA
Acradenia euodiiformis,TRUE,FALSE,NA,NA,NA,NA,NA
Acradenia frankliniae,TRUE,FALSE,NA,NA,NA,NA,NA
Acronychia,NA,NA,NA,NA,5--20,NA,NA
Acronychia imperforata,TRUE,NA,NA,NA,NA,NA,NA
Acronychia laevis,TRUE,TRUE,NA,NA,NA,NA,NA
Acronychia oblongifolia,TRUE,FALSE,NA,NA,5--20,NA,NA
Acronychia pubescens,TRUE,FALSE,NA,NA,NA,NA,NA
Acronychia vestita,TRUE,NA,NA,NA,5--10,NA,NA
Acrophyllum australe,TRUE,NA,2,NA,NA,NA,NA
Acrostichum aureum,TRUE,NA,NA,NA,NA,NA,NA
Acrostichum speciosum,TRUE,NA,NA,NA,NA,NA,NA
Acrothamnus,NA,NA,NA,NA,1--5,NA,NA
Acrothamnus hookeri,TRUE,FALSE,NA,NA,1--5,NA,NA
Acrothamnus maccraei,FALSE,NA,NA,NA,1--5,NA,NA
Acrothamnus montanus,TRUE,FALSE,5,NA,1--5,NA,NA
Acrotriche,NA,NA,NA,NA,1--5,NA,NA
Acrotriche affinis,TRUE,NA,NA,NA,1--5,NA,NA
Acrotriche aggregata,TRUE,TRUE,NA,NA,1--5,NA,NA
Acrotriche cordata,TRUE,NA,NA,NA,1--5,NA,NA
Acrotriche depressa,FALSE,NA,NA,NA,1--5,NA,NA
Acrotriche divaricata,FALSE,NA,NA,NA,1--5,NA,NA
Acrotriche fasciculiflora,NA,NA,NA,NA,1--5,NA,NA
Acrotriche leucocarpa,FALSE,NA,NA,NA,1--5,NA,NA
Acrotriche patula,NA,NA,NA,NA,1--5,NA,NA
Acrotriche prostrata,TRUE,TRUE,NA,NA,1--5,NA,NA
Acrotriche rigida,FALSE,NA,NA,NA,1--5,NA,NA
Acrotriche serrulata,TRUE,TRUE,2,NA,1--5,NA,2
Actephila mooreana,TRUE,NA,3,NA,NA,NA,NA
Actephila venusta,TRUE,NA,NA,NA,10--,NA,NA
Actinobole,NA,NA,NA,NA,0--1,NA,NA
Actinobole uliginosum,FALSE,TRUE,NA,NA,0--1,NA,NA
Actinodium cunninghamii,TRUE,NA,NA,NA,NA,NA,NA
Actinoschoenus sp. sandstone (P.K.Latz 7686),TRUE,NA,NA,NA,NA,NA,NA
Actinostachys digitata,FALSE,NA,NA,NA,NA,NA,NA
Actinotus,NA,NA,NA,NA,0--1,NA,NA
Actinotus bellidioides,FALSE,NA,NA,NA,1--5,NA,NA
Actinotus forsythii,FALSE,TRUE,NA,NA,0--1,NA,NA
Actinotus gibbonsii,FALSE,TRUE,NA,NA,0--1,NA,NA
Actinotus glomeratus,FALSE,NA,NA,NA,NA,NA,NA
Actinotus helianthi,FALSE,NA,0.7945736,NA,NA,NA,NA
Actinotus leucocephalus,FALSE,NA,NA,1,NA,NA,NA
Actinotus minor,TRUE,NA,0.8139535,NA,NA,NA,1
Actinotus omnifertilis,FALSE,NA,NA,1,NA,NA,NA
Actites,NA,NA,NA,NA,0--1,NA,NA
Actites megalocarpus,TRUE,NA,NA,NA,0--1,NA,NA
Acunniana procumbens,TRUE,TRUE,NA,NA,NA,NA,NA
Adansonia gregorii,TRUE,TRUE,NA,NA,10--,NA,NA
Adenanthera pavonina,TRUE,TRUE,NA,NA,6--10,NA,NA
Adenanthos,NA,NA,NA,NA,5--20,NA,NA
Adenanthos barbiger,TRUE,NA,NA,NA,NA,NA,NA
Adenanthos cuneatus,TRUE,NA,NA,NA,NA,NA,NA
Adenanthos cygnorum,FALSE,TRUE,NA,2,NA,NA,NA
Adenanthos flavidiflorus,TRUE,TRUE,NA,NA,NA,NA,NA
Adenanthos forrestii,TRUE,NA,NA,NA,5--20,NA,NA
Adenanthos glabrescens subsp. glabrescens,TRUE,TRUE,NA,NA,NA,NA,NA
Adenanthos meisneri,TRUE,NA,NA,NA,NA,NA,NA
Adenanthos obovatus,TRUE,TRUE,NA,NA,NA,NA,NA
Adenanthos terminalis,TRUE,TRUE,NA,NA,5--20,NA,NA
Adenanthos velutinus,TRUE,NA,NA,NA,NA,NA,NA
Adenia heterophylla,TRUE,NA,NA,NA,NA,NA,NA
Adenia heterophylla subsp. australis,TRUE,NA,NA,NA,NA,NA,NA
Adenostemma lavenia,FALSE,NA,NA,NA,NA,NA,NA
Adiantum,NA,NA,NA,NA,1--5,NA,NA
Adiantum aethiopicum,TRUE,NA,1,NA,1--5,0.6,NA
Adiantum atroviride,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum capillus-veneris,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum diaphanum,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum formosum,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum hispidulum,TRUE,NA,NA,NA,1--5,0.7945736434108525,NA
Adiantum hispidulum var. hispidulum,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum hispidulum var. hypoglaucum,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum hispidulum var. pubescens,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum hispidulum var. whitei,TRUE,NA,NA,NA,1--5,NA,NA
Adiantum philippense,FALSE,NA,NA,NA,NA,NA,NA
Adriana,NA,NA,NA,NA,1--5,NA,NA
Adriana glabrata,NA,NA,NA,NA,1--5,NA,NA
Adriana quadripartita,FALSE,TRUE,NA,NA,1--5,NA,NA
Adriana quadripartita (glabrous form),NA,NA,NA,NA,1--5,NA,NA
Adriana tomentosa,TRUE,NA,NA,NA,1--5,NA,NA
Adriana tomentosa var. hookeri,TRUE,TRUE,NA,NA,4--5,NA,NA
Adriana tomentosa var. tomentosa,TRUE,NA,NA,NA,4--5,NA,NA
Aegiceras,NA,NA,NA,NA,5--20,NA,NA
Aegiceras corniculatum,TRUE,NA,NA,NA,5--20,NA,NA
Aenictophyton anomalum,TRUE,NA,NA,NA,1--5,NA,NA
Aenictophyton reconditum,TRUE,NA,NA,NA,2--3,NA,NA
Aeschynomene aspera,FALSE,NA,NA,NA,1,NA,NA
Aeschynomene indica,FALSE,NA,NA,NA,1,NA,NA
Afrohybanthus aurantiacus,TRUE,TRUE,NA,NA,1,NA,NA
Afrohybanthus enneaspermus,TRUE,NA,NA,NA,1,NA,NA
Agastachys odorata,TRUE,FALSE,NA,NA,NA,NA,NA
Agave americana,NA,NA,NA,NA,NA,0.3682170542635658,NA
Ageratina adenophora,NA,NA,NA,NA,NA,0.7364341085271316,NA
Ageratina riparia,NA,NA,NA,NA,NA,0.6589147286821708,NA
Ageratum houstonianum,NA,NA,0.7364341,NA,NA,NA,NA
Agiortia cicatricata,FALSE,NA,NA,NA,NA,NA,NA
Agiortia pedicellata,TRUE,NA,NA,NA,NA,NA,NA
Aglaia brownii,TRUE,NA,NA,NA,6--10,NA,NA
Aglaia ferruginea,NA,NA,NA,NA,10--20,NA,NA
Aglaia sapindina,TRUE,NA,NA,NA,6--10,NA,NA
Agonis flexuosa,TRUE,NA,NA,NA,NA,NA,NA
Agonis theiformis,TRUE,TRUE,NA,NA,NA,NA,NA
Agrostis australiensis,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis bettyae,TRUE,NA,NA,NA,0--1,NA,NA
Agrostis billardieri var. billardieri,NA,NA,NA,NA,0--1,NA,NA
Agrostis capillaris,NA,NA,NA,NA,NA,NA,NA
Agrostis diemenica,TRUE,NA,NA,NA,NA,NA,NA
Agrostis joyceae,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis muelleriana,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis parviflora,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis propinqua,TRUE,NA,NA,NA,0--1,NA,NA
Agrostis stolonifera,NA,NA,NA,NA,NA,NA,NA
Agrostis thompsoniae,FALSE,NA,NA,NA,0--1,NA,NA
Agrostis venusta,TRUE,TRUE,NA,NA,0--1,NA,NA
Agrostocrinum scabrum,TRUE,NA,NA,1.83333333333333,NA,NA,NA
Aidia racemosa,TRUE,NA,NA,NA,6--10,NA,NA
Ailanthus integrifolia subsp. integrifolia,TRUE,NA,NA,NA,NA,NA,NA
Aira caryophyllea,NA,NA,NA,1,NA,NA,NA
Aira cupaniana,NA,NA,1,NA,NA,NA,NA
Aizoaceae,NA,NA,NA,NA,1--5,NA,NA
Ajuga,NA,NA,NA,NA,1--5,NA,NA
Ajuga australis,TRUE,TRUE,1,NA,1--5,NA,NA
Ajuga grandiflora,NA,NA,NA,NA,1--5,NA,NA
Akania bidwillii,TRUE,FALSE,NA,NA,NA,NA,NA
Alangium villosum subsp. polyosmoides,NA,NA,NA,NA,10--20,NA,NA
Albizia canescens,TRUE,NA,NA,NA,6--10,NA,NA
Albizia lebbeck,TRUE,TRUE,NA,NA,6--10,NA,NA
Albizia procera,TRUE,NA,NA,NA,6--10,NA,NA
Alchemilla,NA,NA,NA,NA,1--5,NA,NA
Alchemilla sp. 1,NA,NA,NA,NA,1--5,NA,NA
Alchornea ilicifolia,TRUE,NA,3,NA,NA,NA,NA
Alectryon,NA,NA,NA,NA,5--20,NA,NA
Alectryon connatus,TRUE,FALSE,NA,NA,NA,NA,NA
Alectryon coriaceus,TRUE,NA,NA,NA,NA,NA,NA
Alectryon diversifolius,TRUE,FALSE,NA,NA,5--20,NA,NA
Alectryon kimberleyanus,TRUE,NA,NA,NA,10--,NA,NA
Alectryon laeve,NA,NA,NA,NA,5--20,NA,NA
Alectryon oleifolius,TRUE,FALSE,NA,NA,5--20,NA,NA
Alectryon oleifolius subsp. canescens,TRUE,FALSE,NA,NA,5--20,NA,NA
Alectryon oleifolius subsp. elongatus,TRUE,FALSE,NA,NA,10--,NA,NA
Alectryon oleifolius subsp. oleifolius,FALSE,NA,NA,NA,5--20,NA,NA
Alectryon subcinereus,TRUE,FALSE,5,NA,5--20,NA,NA
Alectryon subdentatus,TRUE,FALSE,NA,NA,NA,NA,NA
Alectryon subdentatus f. subdentatus,FALSE,NA,NA,NA,5--20,NA,NA
Alectryon tropicus,TRUE,NA,NA,NA,10--,NA,NA
Aleurites rockinghamensis,TRUE,NA,NA,NA,5--10,NA,NA
Alexfloydia repens,TRUE,NA,NA,NA,NA,NA,NA
Alexgeorgea ganopoda,TRUE,NA,NA,NA,NA,NA,NA
Alexgeorgea nitens,TRUE,NA,NA,NA,NA,NA,NA
Alexgeorgea subterranea,TRUE,TRUE,NA,NA,NA,NA,NA
Alisma,NA,NA,NA,NA,1--5,NA,NA
Alisma plantago-aquatica,TRUE,NA,NA,NA,1--5,NA,NA
Allittia,NA,NA,NA,NA,1--5,NA,NA
Allittia cardiocarpa,TRUE,NA,1,NA,1--5,NA,0.3
Allittia uliginosa,TRUE,NA,NA,NA,1--5,NA,NA
Allocasuarina,NA,NA,NA,NA,5--20,NA,NA
Allocasuarina acutivalvis,FALSE,NA,NA,5,NA,NA,NA
Allocasuarina acutivalvis subsp. acutivalvis,FALSE,NA,NA,NA,NA,NA,NA
Allocasuarina brachystachya,TRUE,TRUE,7,NA,NA,NA,NA
Allocasuarina campestris,FALSE,NA,NA,5,NA,NA,NA
Allocasuarina crassa,TRUE,NA,NA,NA,NA,NA,NA
Allocasuarina decaisneana,TRUE,FALSE,NA,NA,10--,NA,NA
Allocasuarina decussata,TRUE,NA,NA,NA,NA,NA,NA
Allocasuarina defungens,TRUE,NA,1,NA,NA,NA,1
Allocasuarina diminuta subsp. annectens,TRUE,NA,NA,NA,NA,NA,NA
Allocasuarina distyla,TRUE,TRUE,1.666667,NA,NA,NA,NA
Allocasuarina duncanii,TRUE,NA,NA,NA,NA,NA,NA
Allocasuarina fraseriana,TRUE,TRUE,NA,NA,NA,NA,NA
Allocasuarina glareicola,TRUE,NA,5,NA,NA,NA,NA
Allocasuarina grampiana,TRUE,NA,NA,NA,5--20,NA,NA
Allocasuarina gymnanthera,FALSE,TRUE,NA,NA,NA,NA,NA
Allocasuarina huegeliana,TRUE,NA,NA,5,NA,NA,NA
Allocasuarina humilis,TRUE,TRUE,NA,NA,NA,NA,NA
Allocasuarina inophloia,TRUE,TRUE,NA,NA,5--20,NA,NA
Allocasuarina littoralis,TRUE,TRUE,3,NA,5--20,2.4031007751938,3
Allocasuarina luehmannii,TRUE,TRUE,NA,NA,5--20,NA,NA
